date,border,local
2021-04-30,4,0
2021-04-29,1,0
2021-04-28,2,0
2021-04-27,2,0
2021-04-26,4,0
2021-04-25,4,0
2021-04-24,0,0
2021-04-23,2,0
2021-04-22,0,0
2021-04-21,3,1
2021-04-20,0,1
2021-04-19,0,0
2021-04-18,1,1
2021-04-17,2,0
2021-04-16,2,0
2021-04-15,2,1
2021-04-14,2,0
2021-04-13,1,0
2021-04-12,4,0
2021-04-11,7,1
2021-04-10,6,0
2021-04-09,8,0
2021-04-08,5,0
2021-04-07,18,1
2021-04-06,7,0
2021-04-05,10,0
2021-04-04,7,0
2021-04-03,1,0
2021-04-02,4,0
2021-04-01,0,0
2021-03-31,5,0
2021-03-30,2,0
2021-03-29,2,0
2021-03-28,10,0
2021-03-27,2,0
2021-03-26,1,0
2021-03-25,3,0
2021-03-24,5,0
2021-03-23,3,0
2021-03-22,6,1
2021-03-21,5,0
2021-03-20,6,0
2021-03-19,6,0
2021-03-18,1,0
2021-03-17,7,0
2021-03-16,2,0
2021-03-15,1,0
2021-03-14,7,0
2021-03-13,1,0
2021-03-12,3,0
2021-03-11,1,0
2021-03-10,8,0
2021-03-09,1,0
2021-03-08,3,0
2021-03-07,7,0
2021-03-06,1,0
2021-03-05,9,0
2021-03-04,0,0
2021-03-03,6,0
2021-03-02,1,0
2021-03-01,4,0
2021-02-28,2,1
2021-02-27,2,2
2021-02-26,0,1
2021-02-25,1,1
2021-02-24,2,0
2021-02-23,4,3
2021-02-22,5,0
2021-02-21,0,1
2021-02-20,2,0
2021-02-19,6,1
2021-02-18,0,0
2021-02-17,3,2
2021-02-16,1,1
2021-02-15,1,0
2021-02-14,4,1
2021-02-13,0,2
2021-02-12,4,0
2021-02-11,1,0
2021-02-10,2,0
2021-02-09,2,0
2021-02-08,1,0
2021-02-07,0,0
2021-02-06,2,0
2021-02-05,2,0
2021-02-04,3,1
2021-02-03,3,0
2021-02-02,4,0
2021-02-01,1,0
2021-01-31,0,0
2021-01-30,0,0
2021-01-29,2,0
2021-01-28,5,0
2021-01-27,4,2
2021-01-26,1,0
2021-01-25,2,0
2021-01-24,6,0
2021-01-23,6,0
2021-01-22,3,0
2021-01-21,4,0
2021-01-20,3,1
2021-01-19,2,0
2021-01-18,2,0
2021-01-17,2,0
2021-01-16,5,0
2021-01-15,6,0
2021-01-14,5,1
2021-01-13,8,0
2021-01-12,2,0
2021-01-11,6,0
2021-01-10,9,0
2021-01-09,7,1
2021-01-08,4,0
2021-01-07,18,0
2021-01-06,2,0
2021-01-05,2,0
2021-01-04,1,0
2021-01-03,3,0
2021-01-02,8,0
2021-01-01,6,0
2020-12-31,3,0
2020-12-30,7,0
2020-12-29,4,0
2020-12-28,6,0
2020-12-27,3,0
2020-12-26,3,0
2020-12-25,2,0
2020-12-24,6,0
2020-12-23,3,0
2020-12-22,2,0
2020-12-21,5,0
2020-12-20,4,0
2020-12-19,7,0
2020-12-18,2,0
2020-12-17,4,0
2020-12-16,4,0
2020-12-15,0,0
2020-12-14,4,0
2020-12-13,0,0
2020-12-12,5,0
2020-12-11,1,0
2020-12-10,3,0
2020-12-09,2,0
2020-12-08,2,0
2020-12-07,6,0
2020-12-06,2,0
2020-12-05,0,0
2020-12-04,9,0
2020-12-03,3,0
2020-12-02,2,0
2020-12-01,3,0
2020-11-30,6,0
2020-11-29,3,0
2020-11-28,4,0
2020-11-27,3,0
2020-11-26,7,0
2020-11-25,1,0
2020-11-24,3,0
2020-11-23,10,0
2020-11-22,2,0
2020-11-21,6,0
2020-11-20,4,0
2020-11-19,1,0
2020-11-18,7,1
2020-11-17,1,0
2020-11-16,3,0
2020-11-15,1,0
2020-11-14,2,1
2020-11-13,3,0
2020-11-12,3,1
2020-11-11,2,1
2020-11-10,1,0
2020-11-09,4,0
2020-11-08,1,0
2020-11-07,5,1
2020-11-06,0,1
2020-11-05,1,0
2020-11-04,2,1
2020-11-03,0,1
2020-11-02,3,2
2020-11-01,3,0
2020-10-31,5,0
2020-10-30,6,0
2020-10-29,1,0
2020-10-28,6,0
2020-10-27,3,0
2020-10-26,1,0
2020-10-25,4,0
2020-10-24,0,0
2020-10-23,17,1
2020-10-22,2,1
2020-10-21,2,2
2020-10-20,22,0
2020-10-19,1,0
2020-10-18,1,0
2020-10-17,3,1
2020-10-16,1,0
2020-10-15,5,0
2020-10-14,1,0
2020-10-13,2,0
2020-10-12,1,0
2020-10-11,3,0
2020-10-10,0,0
2020-10-09,4,0
2020-10-08,3,0
2020-10-07,3,0
2020-10-06,2,0
2020-10-05,3,0
2020-10-04,2,0
2020-10-03,4,0
2020-10-02,2,0
2020-10-01,6,0
2020-09-30,6,0
2020-09-29,0,0
2020-09-28,1,0
2020-09-27,2,0
2020-09-26,2,0
2020-09-25,1,0
2020-09-24,1,1
2020-09-23,3,0
2020-09-22,0,3
2020-09-21,1,0
2020-09-20,0,0
2020-09-19,1,2
2020-09-18,2,1
2020-09-17,0,0
2020-09-16,7,5
2020-09-15,0,0
2020-09-14,4,1
2020-09-13,0,1
2020-09-12,1,1
2020-09-11,0,2
2020-09-10,0,2
2020-09-09,2,1
2020-09-08,0,6
2020-09-07,2,4
2020-09-06,1,2
2020-09-05,2,5
2020-09-04,3,2
2020-09-03,1,2
2020-09-02,1,4
2020-09-01,2,4
2020-08-31,12,2
2020-08-30,1,4
2020-08-29,0,4
2020-08-28,9,9
2020-08-27,0,6
2020-08-26,2,5
2020-08-25,1,3
2020-08-24,0,7
2020-08-23,1,7
2020-08-22,2,2
2020-08-21,1,6
2020-08-20,2,5
2020-08-19,0,5
2020-08-18,1,10
2020-08-17,0,9
2020-08-16,0,12
2020-08-15,1,13
2020-08-14,0,5
2020-08-13,0,12
2020-08-12,2,13
2020-08-11,1,4
2020-08-10,0,0
2020-08-09,0,0
2020-08-08,0,0
2020-08-07,0,0
2020-08-06,0,0
2020-08-05,0,0
2020-08-04,2,0
2020-08-03,0,0
2020-08-02,3,0
2020-08-01,2,0
2020-07-31,2,0
2020-07-30,0,0
2020-07-29,1,0
2020-07-28,1,0
2020-07-27,2,0
2020-07-26,0,0
2020-07-25,0,0
2020-07-24,1,0
2020-07-23,0,0
2020-07-22,0,0
2020-07-21,0,0
2020-07-20,1,0
2020-07-19,1,0
2020-07-18,2,0
2020-07-17,2,0
2020-07-16,1,0
2020-07-15,0,0
2020-07-14,3,0
2020-07-13,1,0
2020-07-12,0,0
2020-07-11,1,0
2020-07-10,0,0
2020-07-09,3,0
2020-07-08,2,0
2020-07-07,2,0
2020-07-06,3,0
2020-07-05,3,0
2020-07-04,0,0
2020-07-03,0,0
2020-07-02,1,0
2020-07-01,1,0
2020-06-30,0,0
2020-06-29,1,0
2020-06-28,1,0
2020-06-27,5,0
2020-06-26,1,0
2020-06-25,1,0
2020-06-24,3,0
2020-06-23,1,0
2020-06-22,2,0
2020-06-21,3,0
2020-06-20,1,0
2020-06-19,2,0
2020-06-18,0,0
2020-06-17,1,0
2020-06-16,2,0
2020-06-15,0,0
2020-06-14,0,0
2020-06-13,0,0
2020-06-12,0,0
2020-06-11,0,0
2020-06-10,0,0
2020-06-09,0,0
2020-06-08,0,0
2020-06-07,0,0
2020-06-06,0,0
2020-06-05,0,0
2020-06-04,0,0
2020-06-03,0,0
2020-06-02,0,0
2020-06-01,0,0
2020-05-31,0,0
2020-05-30,0,0
2020-05-29,0,0
2020-05-28,0,0
2020-05-27,0,0
2020-05-26,0,0
2020-05-25,0,0
2020-05-24,0,0
2020-05-23,0,0
2020-05-22,0,1
2020-05-21,0,0
2020-05-20,0,0
2020-05-19,0,0
2020-05-18,0,0
2020-05-17,0,0
2020-05-16,0,0
2020-05-15,0,1
2020-05-14,0,1
2020-05-13,0,0
2020-05-12,0,0
2020-05-11,0,0
2020-05-10,1,2
2020-05-09,1,0
2020-05-08,0,1
2020-05-07,0,1
2020-05-06,0,2
2020-05-05,0,2
2020-05-04,0,0
2020-05-03,1,0
2020-05-02,0,0
2020-05-01,0,6
2020-04-30,0,3
2020-04-29,1,1
2020-04-28,1,0
2020-04-27,0,3
2020-04-26,0,3
2020-04-25,1,5
2020-04-24,0,6
2020-04-23,1,4
2020-04-22,1,4
2020-04-21,0,6
2020-04-20,0,3
2020-04-19,2,8
2020-04-18,2,8
2020-04-17,3,9
2020-04-16,3,14
2020-04-15,0,11
2020-04-14,3,13
2020-04-13,0,11
2020-04-12,5,15
2020-04-11,9,16
2020-04-10,6,21
2020-04-09,4,40
2020-04-08,9,19
2020-04-07,8,29
2020-04-06,7,46
2020-04-05,9,61
2020-04-04,16,61
2020-04-03,15,60
2020-04-02,26,56
2020-04-01,36,37
2020-03-31,22,55
2020-03-30,19,33
2020-03-29,26,48
2020-03-28,35,37
2020-03-27,35,40
2020-03-26,54,25
2020-03-25,52,32
2020-03-24,40,18
2020-03-23,28,13
2020-03-22,29,15
2020-03-21,13,11
2020-03-20,8,3
2020-03-19,13,5
2020-03-18,4,1
2020-03-17,10,2
2020-03-16,7,0
2020-03-15,1,0
2020-03-14,1,0
2020-03-13,1,0
2020-03-12,1,0
2020-03-11,0,0
2020-03-10,0,0
2020-03-09,0,0
2020-03-08,0,0
2020-03-07,0,0
2020-03-06,0,1
2020-03-05,2,0
2020-03-04,1,1
2020-03-03,0,0
2020-03-02,1,0
2020-03-01,0,0
2020-02-29,0,0
2020-02-28,0,0
2020-02-27,0,0
2020-02-26,1,0
